<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.11.16	14:16:00	5376.500	5377.000	5372.500	5372.500	1752	5215	500
2022.11.16	14:17:00	5372.500	5373.000	5371.000	5371.000	1321	3800	500
2022.11.16	14:18:00	5371.000	5372.000	5369.500	5372.000	1269	4324	500
2022.11.16	14:19:00	5372.000	5372.000	5367.500	5368.500	2122	7277	500
2022.11.16	14:20:00	5369.000	5369.500	5368.000	5369.000	1082	4229	500
2022.11.16	14:21:00	5369.000	5370.500	5368.500	5369.500	760	2493	500
2022.11.16	14:22:00	5369.000	5370.000	5365.000	5366.000	2179	6591	500
2022.11.16	14:23:00	5366.000	5366.000	5361.000	5362.000	3434	10288	500
2022.11.16	14:24:00	5361.500	5362.500	5351.000	5354.500	6025	18667	500
2022.11.16	14:25:00	5354.500	5357.500	5354.000	5356.000	2415	7872	500
2022.11.16	14:26:00	5355.500	5360.500	5354.500	5358.000	2382	7043	500
2022.11.16	14:27:00	5358.000	5362.500	5357.000	5357.000	2086	5791	500
2022.11.16	14:28:00	5357.000	5359.000	5354.500	5358.500	2052	5847	500
2022.11.16	14:29:00	5358.500	5358.500	5353.000	5354.000	2022	5932	500
2022.11.16	14:30:00	5354.000	5358.000	5354.000	5354.500	1460	4263	500
2022.11.16	14:31:00	5354.500	5355.500	5346.500	5351.500	4427	13462	500
